Fam #,Sample Name,Cholor.,Date PTR,Sample_Sex,%_Exp,Avg_Male_Buds/Stem,Total _Buds,Avg_Arch,Avg_Area _Week_3,Avg_Perimeter_ Week 3,Avg_Circularity_Week 3,Avg_Perimeter_Rate,Avg_Area_Rate,Avg_21_days,Avg_Days_til_Gam,Leaf_Length_Average,Leaf_Average_Area,Leaf_perimeter_average,m29.9975_FLUX,m30.99783_FLUX,m31.01783_FLUX,m31.9908_FLUX2,m32.99853_FLUX,m33.03230_FLUX,m33.98721_FLUX,m34.02317_FLUX,m37.0289_FLUX,m39.0326 (cluster (H2O)H3O+_(18O)) (Conc),m41.0375_FLUX,m42.0343 (acetonitrile H+) (Conc),m42.95810 (m43_1) (Conc),m43.01734_FLUX,m44.0626_FLUX,m45.0335_FLUX,m45.99328_FLUX,m46.03111_FLUX,m46.06609_FLUX,m47.0128_FLUX,m47.9847_FLUX,m49.0239_FLUX,m49.05240_FLUX,m49.9923 (chloromethane) (Conc),m55.0390 (cluster (H2O)2-H3O+) (Conc),m57.02382_FLUX,m57.05991 (cluster (H2O)2-H3O+_(18O)) (Conc),m59.0439_FLUX,m61.0290_FLUX,m62.0294_FLUX,m63.023_FLUX,m69.00377_FLUX,m69.06994_FLUX,m71.0354_FLUX,m73.0376 (butyraldehyde H+) (Conc),m75.0446_FLUX,m77.0597_FLUX,m79.05478_FLUX,m81.0699_FLUX,m83.0585_FLUX,m85.0648_FLUX,m86.0362_FLUX,m87.0441_FLUX,m89.05810 (butyric acid H+) (Conc),m89.09610_FLUX,m90.00000_FLUX,m91.00000_FLUX,m92.00000 (nominal 92) (Conc),m93.0699_FLUX,M94_FLUX,m95.00000-FLUX,m97.00000_FLUX,m98.00000 (nominal 98) (Conc),m99.080 (cyclohexanone H+) (Conc),m100.00000_FLUX,m101.00000_flux,m103.1117_FLUX,m104_FLUX,m105_FLUK,m106.00000_FLUX,m107.0855_FLUX,m108.0000_FLUX,m109.00000 (nominal 109) (Conc),m110.00000_FLUX,m111.00000_FLUX,m113.00000_FLUX,m114.00000_FLUX,m115.00000_FLUX,m119.00000_FLUX,m121.1012_FLUX,m124.00000_FLUX,m125.00000_FLUX,M126_FLUX,m127.00000_FLUX,m128.00000_FLUX,m129.00000_FLUX,m130.00000_FLUX,m135.1168_FLUX,m137.1325 (terpenes H+) (Conc),m138.00000 (nominal 138) (Conc),m139.1481 (menthol dehydrated) (Conc),m141.00000_FLUX,m143.00000_FLUX,m148.00000_FLUX,m149.00000_FLUX,m150.00000_FLUX,m151.00000_FLUX,m153,m163.00000_FLUX,m204.00000_FLUX,,,,,,,,,,,,,,,,,,,,,,
15,P_17_2_20,0.709,26-May,f,100,,,15,0.843539864,6.831797493,0.238586423,1.512084931,1.176297848,1,43,1.412414924,0.286277797,4.287968351,8.29027E-07,4.15769E-08,9.30412E-08,4.59374E-06,-1.07666E-07,5.34022E-07,-1.26328E-07,1.64011E-08,2.60192E-06,1.76751E-07,6.15669E-07,1.36054E-07,0,1.36484E-05,5.01364E-07,6.45833E-05,-2.06359E-07,1.08168E-05,4.91853E-07,1.07181E-06,0,0,0,-3.39147E-09,7.07005E-08,4.06438E-08,1.22865E-07,7.81654E-06,1.48579E-07,2.83699E-08,1.11488E-06,6.11326E-10,5.48378E-07,1.18917E-07,4.68705E-07,1.18666E-07,8.54328E-09,1.45726E-08,1.3006E-08,7.04673E-08,7.60838E-08,0,1.25825E-06,2.59295E-08,2.59475E-08,0,6.09568E-08,0,3.65884E-08,0,2.898E-08,3.54759E-08,0,1.05333E-08,2.82084E-09,2.12102E-08,3.81137E-09,0,1.57192E-09,3.55297E-09,4.79651E-09,-3.17614E-10,1.59345E-08,0,9.49792E-09,4.65834E-09,0,7.52943E-09,0,1.18253E-09,3.02003E-09,0,0,1.60422E-08,0,1.34026E-07,1.18845E-08,1.9972E-09,0,0,3.91904E-09,0,-3.01464E-09,0,-5.16796E-09,0,0,0,-3.14025E-09,-6.19078E-09,,,,,,,,,,,,,,,,,,,,,,
10,p_14_7_15,0.705,26-May,m,100,1,10,,0.847555952,6.903522343,0.28612431,0.951678213,0.786262578,0,100,#DIV/0!,0.227964336,5.554048179,8.9145E-07,5.14677E-08,1.45292E-07,4.58038E-06,-1.68932E-07,1.46014E-06,-9.22643E-08,3.94011E-09,3.52968E-06,2.8139E-07,8.87838E-07,1.47097E-07,0,1.20764E-05,4.6165E-07,5.94152E-05,-1.88797E-07,9.27403E-06,3.26865E-07,9.94714E-07,0,0,0,-4.76097E-10,1.28382E-07,2.82202E-08,1.60937E-07,1.35474E-05,1.38396E-07,2.90911E-08,9.76983E-07,1.64171E-11,5.17796E-07,1.37674E-07,8.27587E-07,1.78093E-07,1.29301E-08,1.17514E-08,1.62694E-08,1.99353E-07,7.37129E-08,0,7.76366E-07,2.08005E-08,2.09154E-08,0,8.97196E-08,0,5.64749E-08,0,2.04393E-08,2.57092E-08,0,2.10468E-08,3.39014E-09,4.15353E-08,3.24895E-09,0,2.37556E-09,1.93722E-09,3.91056E-09,1.31501E-09,4.46053E-08,0,1.44175E-08,3.84653E-09,0,6.27791E-09,0,2.43466E-09,3.13075E-09,0,0,2.74987E-08,0,3.5832E-07,3.32086E-08,1.71231E-09,0,0,5.943E-09,0,4.28323E-09,0,3.95981E-08,0,0,0,2.19004E-09,1.01458E-09,,,,,,,,,,,,,,,,,,,,,,
46,P_9_7_1,0.61,28-May,f,30,,,8.67,0.812243634,4.601264546,0.494543081,2.11697944,1.070095902,0,100,0.995285938,0.157305776,3.070973208,9.76202E-07,6.89312E-08,2.628E-07,4.29445E-06,-1.68217E-07,1.27566E-06,-1.51039E-07,6.69306E-09,5.58279E-06,4.18657E-07,1.22601E-06,1.77015E-07,1.4001E-05,0,6.3736E-07,4.13482E-05,-1.51877E-07,1.49635E-05,8.01544E-08,3.08467E-06,9.56197E-08,1.80053E-08,1.72302E-08,-6.03318E-09,3.74455E-07,3.11714E-08,2.33053E-07,1.31787E-05,1.40355E-07,3.13181E-08,1.17228E-06,1.33442E-08,8.12071E-07,1.45592E-07,8.84238E-07,7.68812E-08,1.60256E-09,1.35432E-08,1.27681E-08,8.68003E-08,7.00729E-08,0,1.35129E-06,2.50859E-08,2.50964E-08,0,7.12984E-08,0,3.43556E-08,0,2.61438E-08,2.27711E-08,0,1.15217E-09,2.17865E-09,2.87728E-08,0,0,1.60152E-09,3.96975E-09,4.80246E-09,0,1.92203E-08,0,9.72851E-09,3.18627E-09,0,7.82428E-09,3.81997E-09,2.43003E-09,3.136E-09,5.89073E-09,0,0,1.68521E-07,0,1.55543E-08,1.29672E-09,2.7474E-09,0,4.13105E-09,1.51982E-09,3.35491E-09,0,2.25511E-08,3.79692E-09,5.39844E-09,0,2.66151E-09,7.59385E-10,,,,,,,,,,,,,,,,,,,,,,
6,P_14_11_6,0.719,28-May,f,80,,,6.33,0.56156011,3.982108024,0.461623562,1.221338087,1.037128741,0.67,70.67,1.488965922,0.317027087,4.499423384,1.08776E-06,8.76045E-08,1.51395E-07,9.31047E-06,-1.45342E-07,4.86418E-07,-2.58112E-07,1.82522E-08,-2.05875E-06,5.50332E-07,1.81016E-06,2.86351E-07,2.97566E-05,0,1.1738E-06,0.000115401,-4.45551E-07,2.78024E-05,9.22443E-07,2.29474E-06,1.4316E-07,2.37893E-08,2.16138E-08,-1.56096E-08,5.65081E-07,1.06901E-07,2.93049E-07,1.38029E-05,4.45858E-07,9.39344E-08,4.9029E-06,-8.17355E-09,1.54499E-06,1.67281E-07,8.44088E-07,1.40733E-07,6.36062E-09,1.9174E-08,2.11806E-08,2.72155E-07,1.68695E-07,0,4.30832E-06,4.3203E-08,4.31109E-08,0,6.73857E-08,0,3.59513E-08,0,1.82215E-08,7.40843E-08,0,-1.35509E-08,5.26364E-09,2.32915E-08,0,0,4.92871E-09,4.82424E-09,1.23218E-09,0,3.36468E-08,0,1.72597E-08,4.31416E-09,0,1.35294E-08,5.06699E-09,2.8546E-09,7.12881E-10,8.90179E-09,0,0,5.53374E-07,0,5.13459E-08,2.91298E-09,5.00553E-09,0,1.02139E-08,3.01745E-09,6.35755E-09,0,4.99017E-08,8.17048E-09,1.3385E-08,0,5.36504E-09,2.23697E-09,,,,,,,,,,,,,,,,,,,,,,
15,P_17_2_22(2),0.71,27-May,f,100,,,18.33333333,0.932392985,4.969417726,0.487636926,1.444584202,1.052830157,6,46.33,1.722164473,0.272473158,5.771969174,1.33493E-06,4.01351E-08,2.74297E-07,9.033E-06,-1.57164E-07,1.30674E-06,-1.60993E-07,2.92398E-08,-5.49986E-06,3.88297E-07,1.3774E-06,2.67509E-07,0,2.66865E-05,9.54992E-07,6.83601E-05,-2.48886E-07,2.1573E-05,5.45113E-07,2.29219E-06,5.06649E-07,0,0,-1.31579E-08,-1.70565E-08,9.18964E-09,7.2351E-08,3.76636E-07,0,0,0,-5.16917E-09,4.835E-07,-1.20092E-08,-3.20245E-08,2.69075E-08,2.95182E-09,-1.17655E-09,2.22779E-09,5.91409E-08,8.99819E-10,5.22139E-11,2.59955E-06,3.79421E-09,3.7768E-09,0,-5.39543E-10,0,6.88875E-09,0,-1.25313E-09,7.09412E-09,-8.09315E-08,-1.74394E-08,-1.93365E-09,-2.67509E-08,0,0,-2.14425E-09,-9.58995E-09,-4.08486E-09,-2.26608E-09,-6.66597E-10,0,-9.17224E-10,-7.06802E-09,0,-3.06495E-09,0,-2.45231E-09,-4.27283E-09,0,0,-1.32971E-09,0,1.78032E-08,0,3.89864E-10,0,0,1.08431E-09,-5.26142E-10,-1.10171E-09,4.69925E-12,6.54762E-09,1.02217E-09,2.62636E-09,0,2.73253E-10,9.033E-10,,,,,,,,,,,,,,,,,,,,,,
26,P_21_15_12,0.688,27-May,f,100,,,22.33,0.598348864,5.69482747,0.233272928,1.692542768,1.35023401,9.33,10.33,1.666719859,0.328769683,5.674467489,1.668E-06,6.56898E-08,2.18412E-07,7.24349E-06,-1.41104E-07,8.01989E-07,-1.50851E-07,8.08524E-09,6.53464E-06,5.13357E-07,1.74508E-06,2.51528E-07,0,2.02607E-05,7.75851E-07,4.57724E-05,-1.58382E-07,1.87234E-05,4.16002E-09,1.95596E-06,8.76085E-08,0,0,-5.98086E-09,-2.17083E-08,8.93474E-09,4.5665E-08,2.44662E-06,1.32687E-07,8.76085E-09,2.27383E-07,-7.62892E-10,1.99694E-07,2.13871E-08,1.49743E-07,1.21168E-07,1.09981E-08,6.36851E-09,4.13344E-09,5.22661E-08,1.31136E-08,2.52082E-09,3.51542E-07,7.55361E-09,7.54253E-09,0,2.77999E-08,0,2.65816E-08,0,1.60708E-08,1.05673E-08,1.16627E-07,-3.95401E-09,1.6392E-09,1.56167E-09,0,0,0,1.11864E-09,1.06769E-09,-4.54102E-11,1.21168E-08,0,6.53021E-09,1.40329E-09,0,2.89075E-09,1.78318E-10,1.318E-10,-2.1376E-10,2.41228E-09,0,1.06371E-08,0,1.30073E-07,1.15907E-08,9.90165E-10,1.81641E-09,0,1.87843E-09,0,3.14992E-09,0,2.39456E-08,3.36368E-09,5.23658E-09,0,1.4786E-09,3.69927E-10,,,,,,,,,,,,,,,,,,,,,,
37,P_6_18_13,0.713,24-May,m,100,1,10,,0.790873762,6.699760095,0.295012548,0.716965987,0.846011841,0.33,72.33,2.598334038,0.58894515,7.682164003,1.72253E-06,8.5801E-08,1.46683E-07,5.76193E-06,-2.41275E-07,8.01099E-07,-3.58213E-07,-1.48177E-08,3.15723E-05,5.96655E-07,1.21381E-06,2.63082E-07,0,2.44734E-05,8.96155E-07,9.70498E-05,-2.58008E-07,2.07324E-05,7.00723E-07,1.69338E-06,2.38513E-07,0,0,3.01127E-09,2.53888E-07,1.5688E-07,3.2382E-07,1.41871E-05,1.16279E-07,1.45015E-07,7.39802E-06,6.31528E-09,7.77787E-07,2.60869E-07,2.29046E-06,6.89686E-07,3.52068E-08,1.37175E-08,0,2.10865E-08,1.91339E-07,1.44002E-08,8.97621E-07,2.43604E-08,2.42189E-08,0,3.52544E-07,0,2.51103E-07,0,3.22324E-08,4.12415E-08,0,3.72646E-08,0,5.28996E-08,0,0,0,8.13231E-09,0,2.73096E-09,9.08177E-08,0,2.7608E-08,6.75741E-09,0,1.24154E-08,0,2.87007E-09,1.00685E-08,0,2.06253E-09,4.90744E-08,0,6.64911E-07,6.15259E-08,0,0,0,9.83941E-09,0,4.72602E-09,0,9.75513E-08,0,0,0,0,9.82325E-10,,,,,,,,,,,,,,,,,,,,,,
35,P_4_11_19,0.632,28-May,f,10,,,6,0.808052606,5.422075738,0.345350636,-21.40783615,0.300828983,1.67,73.33,1.258816765,0.220983769,3.849999922,1.75043E-06,6.14261E-08,2.67755E-07,7.57088E-06,-2.1764E-07,1.58684E-06,-2.001E-07,4.85037E-09,1.01482E-05,6.80842E-07,1.92708E-06,2.69903E-07,2.0266E-05,0,8.73962E-07,6.98489E-05,-2.59522E-07,2.12074E-05,1.66953E-07,3.33978E-06,1.15067E-07,2.48604E-08,2.3876E-08,-3.81229E-09,5.62178E-07,4.75909E-08,4.41724E-07,8.50515E-06,1.54281E-07,4.87901E-08,1.79016E-06,6.73683E-09,1.27076E-06,3.64046E-07,1.53905E-06,2.50752E-07,8.41208E-09,2.00279E-08,2.0189E-08,2.37185E-07,2.10374E-07,0,2.24764E-06,2.5111E-08,2.51468E-08,0,1.54639E-07,0,9.91194E-08,0,2.91022E-08,7.15922E-08,0,1.77728E-08,3.92146E-09,4.7233E-08,0,0,1.85603E-09,5.24413E-09,7.127E-09,0,2.34464E-08,0,1.4229E-08,6.13903E-09,0,1.02914E-08,7.69258E-09,6.26611E-09,5.07947E-09,1.00748E-08,0,0,1.87303E-07,0,1.93084E-08,2.4055E-09,2.23368E-09,0,1.0601E-08,2.46635E-09,5.62536E-09,0,4.40113E-08,7.0053E-09,9.3571E-09,0,3.09994E-09,3.04267E-11,,,,,,,,,,,,,,,,,,,,,,
13,P_16_11_6,0.632,27-May,f,30,,,3.333333333,,,,,,,,1.053920917,0.157003373,3.093652683,2.06787E-06,7.227E-08,3.83491E-07,9.7419E-06,-2.89446E-07,2.95392E-06,-1.62224E-07,3.47503E-08,-8.01282E-07,5.69191E-07,1.92392E-06,3.33446E-07,0,2.9483E-05,1.13768E-06,5.80958E-05,-2.01023E-07,2.48046E-05,2.64283E-09,3.79133E-06,2.27452E-07,0,0,-9.22177E-09,-1.30735E-08,1.4901E-08,4.43657E-08,1.42966E-06,0,0,0,-4.1751E-09,3.80117E-07,-6.90227E-09,-1.11055E-08,2.87056E-08,2.88743E-08,1.47183E-09,7.26777E-10,1.64755E-08,2.84244E-09,-9.05308E-10,2.41411E-06,4.87798E-09,4.92015E-09,0,-5.35594E-09,0,9.82765E-09,0,6.48195E-08,1.25408E-08,-9.41858E-09,-1.57867E-08,-6.3962E-10,-2.23516E-08,0,0,-8.49078E-10,-8.36426E-09,-1.6363E-09,-2.63158E-09,-3.73369E-09,0,-6.05882E-10,-4.5659E-09,0,-2.43477E-09,0,-1.88372E-09,-2.50506E-09,0,0,-1.93995E-10,0,2.63439E-08,0,-1.7572E-10,0,0,2.51631E-10,-3.18966E-10,-1.08243E-10,-2.0271E-10,1.8795E-09,1.35937E-10,3.56078E-09,0,-5.34188E-11,8.42049E-10,,,,,,,,,,,,,,,,,,,,,,
20,P_2_19_8(2),0.704,30-May,m,100,1.1,11,,1.111433901,5.917647586,0.399731864,1.062433578,0.898974658,0,100,0,0.075995016,#DIV/0!,2.69508E-06,-2.42666E-08,2.55029E-06,1.103E-05,-7.37854E-07,8.45324E-06,-1.32296E-07,8.72005E-08,7.21833E-06,3.60885E-06,9.12477E-06,5.69514E-07,0,2.55837E-05,1.05516E-06,8.59325E-05,-3.37224E-07,2.16703E-05,6.67548E-07,2.45113E-06,0,0,0,1.15941E-08,2.15101E-06,5.85595E-06,3.16956E-06,2.18871E-05,6.47277E-07,3.37682E-07,2.36021E-05,-1.82525E-09,4.23486E-06,6.14765E-06,0,2.38638E-07,2.53221E-08,2.20179E-07,2.01185E-07,6.34394E-07,1.51416E-06,0,2.16929E-06,2.52849E-08,2.50263E-08,0,3.74998E-08,0,5.21328E-08,0,4.01521E-07,1.66371E-06,0,1.12609E-07,1.04172E-08,1.01307E-07,0,0,0,2.78744E-09,2.70489E-08,0,0,0,3.35007E-08,4.50146E-08,0,1.37696E-08,0,7.13407E-09,0,1.21332E-08,0,0,1.95045E-09,6.93863E-08,6.38454E-09,4.10827E-09,7.85623E-09,0,2.81334E-08,0,5.24191E-09,0,3.86406E-08,8.20931E-09,9.32357E-09,0,4.89468E-09,4.22162E-10,,,,,,,,,,,,,,,,,,,,,,
29,P_22_10_8,0.719,29-May,f,100,,,11.33333333,0.749225888,6.223716957,0.248367655,1.905347414,0.817787722,1.33,72.33,1.650944262,0.322296342,5.018589659,2.9229E-06,5.36859E-09,3.00125E-08,2.95584E-06,4.78989E-08,1.93465E-08,1.62126E-07,-1.0479E-08,-3.30306E-06,-3.10185E-07,-9.2005E-07,-2.67628E-08,0,-2.23469E-08,3.91293E-08,-4.39637E-06,9.57087E-08,-3.401E-08,0,1.56072E-07,3.59509E-09,-1.35328E-10,9.60648E-09,0,1.44614E-07,-2.18661E-08,-8.24519E-07,0,1.09776E-07,2.29612E-09,-1.39779E-08,7.53205E-09,-9.11948E-07,-1.05146E-08,2.83921E-07,-3.76959E-08,-3.56125E-09,-6.22329E-10,-6.9854E-09,-8.35203E-08,8.28882E-10,-3.36449E-09,-4.73727E-06,-1.40135E-08,-1.69783E-08,0,-5.27956E-09,0,-1.20824E-08,0,-9.76496E-09,-2.57977E-08,0,2.12411E-08,6.89103E-10,5.85826E-09,0,0,1.33013E-09,2.2792E-09,1.27582E-09,-2.13675E-10,-1.06072E-08,0,-8.16417E-10,2.96563E-09,5.15224E-10,-2.19106E-09,0,1.73967E-09,-4.87001E-10,0,0,8.03063E-10,0,-2.86325E-09,0,-5.47543E-10,-1.50392E-08,0,-3.90937E-09,5.59028E-10,5.72115E-10,0,-5.01603E-09,-1.13186E-09,-2.28543E-09,0,-3.65028E-10,-1.33458E-09,,,,,,,,,,,,,,,,,,,,,,
18,P_2_1_2_B,0.708,27-May,f,10,,,1,0.60561643,3.561377548,0.602985215,2.171556692,1.102042475,2.67,44.33,1.946528711,0.438943746,6.012971857,3.05556E-06,1.02418E-07,6.31863E-07,1.44771E-05,-2.95098E-07,2.97271E-06,-1.57843E-07,3.24346E-08,-1.87908E-06,1.32761E-06,4.2902E-06,5.18954E-07,0,3.80441E-05,1.47271E-06,6.99461E-05,-2.3366E-07,3.12337E-05,0,3.71405E-06,3.14216E-07,0,0,-7.8268E-09,3.70915E-08,-1.30425E-08,8.69281E-09,1.5098E-07,0,0,0,-3.79281E-09,3.72549E-08,-1.61438E-08,2.55392E-07,1.89788E-07,4.0915E-09,-1.36275E-09,-5.4085E-10,3.03431E-08,-3.49673E-10,-1.48203E-09,1.25654E-08,-4.89869E-09,-4.89869E-09,0,7.91993E-08,0,6.29902E-08,0,-8.82353E-09,-2.71732E-09,-9.44444E-08,-1.72386E-08,-1.08497E-09,-2.49673E-08,0,0,-8.51307E-10,-8.61111E-09,-1.84477E-09,-1.93301E-09,-3.9085E-09,0,-7.23856E-10,-5.78431E-09,0,-2.77451E-09,0,-2.65523E-09,-1.42974E-09,0,0,-1.57843E-09,0,1.88072E-09,0,-1.45425E-10,0,0,-4.60458E-10,-4.40359E-10,-9.82026E-10,4.9183E-11,2.72549E-08,4.30392E-09,5.15686E-09,0,8.13725E-10,2.4183E-10,,,,,,,,,,,,,,,,,,,,,,
26,p_21_15_20,0.703,24-May,m,100,1.1,11,,0.885937267,6.459832739,0.272055262,2.168332549,0.803865964,2.33,18.33,#DIV/0!,0.354140632,10.182349,3.08413E-06,7.38413E-08,2.64201E-07,9.91811E-06,-8.2639E-07,8.02215E-06,-2.31199E-07,7.60762E-08,1.28927E-05,4.10155E-07,1.08498E-06,3.10925E-07,0,3.04483E-05,1.15843E-06,7.8746E-05,-1.99336E-07,2.38712E-05,7.4323E-07,2.6895E-06,3.30411E-07,0,0,1.25913E-08,1.46407E-07,1.406E-07,3.27056E-07,9.66513E-06,7.02689E-07,1.74538E-07,9.44502E-06,1.52756E-08,5.47666E-07,3.50153E-07,4.84569E-07,5.37823E-08,9.48111E-09,1.71902E-08,0,1.46231E-08,3.19211E-07,2.23035E-08,7.08682E-07,2.62106E-08,2.6243E-08,0,1.95592E-08,0,1.98229E-08,0,2.63198E-08,3.97995E-08,0,3.2293E-08,0,3.29132E-08,0,0,0,4.82526E-09,0,3.51096E-09,4.68012E-08,0,1.25005E-08,5.01018E-09,0,8.53725E-09,0,3.11431E-09,4.12041E-09,0,1.21996E-09,1.42347E-08,0,1.35447E-07,1.28285E-08,0,0,2.93328E-10,4.56495E-09,0,2.3029E-09,0,-3.95492E-09,0,0,0,0,1.65787E-09,,,,,,,,,,,,,,,,,,,,,,
22,P_2_4_9,0.729,23-May,f,100,,,6,0.538867629,4.033183112,0.417709669,1.739393736,1.261097365,2.67,72.33,1.705265374,0.333729172,5.924157618,3.09973E-06,-1.70148E-08,-2.08521E-08,4.47364E-06,1.18673E-07,-5.75958E-08,-2.56439E-08,-3.85594E-09,1.49745E-06,7.16906E-08,2.8461E-07,-1.01265E-08,-3.64069E-09,-5.91494E-08,-4.43808E-08,1.18467E-06,-1.08734E-07,-2.94063E-08,-1.0295E-11,-1.46751E-07,0,0,0,-1.65282E-08,-1.59853E-08,2.2415E-08,3.28878E-08,2.65705E-07,-8.94729E-08,-1.27284E-10,6.10213E-09,-4.47364E-09,3.26885E-07,1.54799E-09,7.24955E-08,3.46473E-08,4.42685E-09,-9.19063E-10,9.56686E-09,-3.96825E-10,5.7521E-09,0,1.79879E-06,6.03661E-09,1.24102E-09,-1.77392E-08,1.21107E-08,0,7.79051E-09,0,5.56679E-09,2.66547E-09,0,-3.72492E-09,0,-1.54987E-08,0,0,0,-4.39877E-09,0,-2.19939E-09,0,0,0,-5.4395E-09,0,-3.41981E-09,0,-1.63035E-09,-1.2223E-09,0,0,0,0,1.85684E-09,0,0,0,0,0,0,0,0,6.14705E-09,0,0,1.60434E-08,0,2.31731E-09,,,,,,,,,,,,,,,,,,,,,,
26,p_21_15_10,0.703,24-May,m,100,1.6,16,,0.998710468,6.309410103,0.320896889,2.606661286,0.877371346,2.33,20,2.191424599,0.503809025,6.761140227,3.11E-06,5.6785E-08,1.89839E-07,1.10364E-05,-2.28321E-07,1.26503E-06,-2.32853E-07,2.44706E-08,1.65802E-05,4.84874E-07,1.28022E-06,3.31972E-07,0,3.08683E-05,1.17412E-06,7.00736E-05,-1.7008E-07,2.64743E-05,2.32079E-07,2.79401E-06,2.14512E-07,0,0,9.48228E-09,1.53371E-07,7.67435E-08,2.5228E-07,6.02336E-06,3.19016E-07,9.05501E-08,4.77316E-06,-1.41668E-09,1.17935E-06,2.19644E-07,9.63997E-07,2.74123E-07,1.97535E-08,1.56692E-08,0,2.00018E-08,1.94747E-07,1.90853E-08,1.78091E-06,3.38342E-08,3.38963E-08,0,1.1683E-07,0,8.71872E-08,0,2.9816E-08,2.96914E-08,0,2.14901E-08,0,3.03629E-08,0,0,0,3.11514E-09,0,2.28741E-09,3.51645E-08,0,1.38444E-08,4.38887E-09,0,8.66797E-09,0,4.83212E-09,5.25696E-09,0,1.24095E-09,2.01368E-08,0,1.95602E-07,1.82046E-08,0,0,5.59322E-10,7.15817E-09,0,3.14823E-09,0,4.22809E-08,0,0,0,0,2.43323E-10,,,,,,,,,,,,,,,,,,,,,,
26,P_21_15_22,0.721,24-May,m,100,0.6,6,,0.471176261,3.516087083,0.478528813,1.824351472,0.743635544,4,43.33,#DIV/0!,0.292096623,6.031582452,3.38418E-06,6.9556E-08,4.81037E-07,1.22409E-05,-5.51162E-07,4.78389E-06,-2.77043E-07,5.52039E-08,1.58564E-05,7.83752E-07,2.23523E-06,4.18967E-07,0,3.39067E-05,1.33368E-06,7.41179E-05,-1.78053E-07,2.89632E-05,1.96029E-07,2.98827E-06,3.30163E-07,0,0,7.08749E-09,3.19885E-07,2.60354E-07,4.63396E-07,1.07726E-05,2.18048E-07,1.61581E-07,9.31367E-06,3.13583E-08,1.30589E-06,9.71947E-07,1.58735E-06,2.40676E-07,2.05167E-08,1.83171E-08,0,4.46716E-08,3.35766E-07,2.70329E-08,1.67993E-06,3.44074E-08,3.45448E-08,0,9.80553E-08,0,7.90851E-08,0,3.39444E-08,1.44419E-07,0,4.35658E-08,0,4.33603E-08,0,0,0,4.05688E-09,0,2.49229E-09,4.90018E-08,0,1.32401E-08,7.47184E-09,0,7.18988E-09,0,3.8958E-09,6.33346E-09,0,1.33113E-09,1.34943E-08,0,1.24819E-07,1.27356E-08,0,0,4.75587E-10,7.12117E-09,0,2.49828E-09,0,2.24168E-08,0,0,0,0,1.95467E-09,,,,,,,,,,,,,,,,,,,,,,
37,P_6_18_5,0.708,26-May,f,60,,,7.333333333,0.827534328,7.337391538,0.196959921,1.439463241,2.123810955,2,69,#DIV/0!,#DIV/0!,#DIV/0!,3.41065E-06,6.61798E-08,1.91581E-07,1.30298E-05,-1.68671E-07,1.24785E-06,-1.26718E-07,1.56501E-08,5.25487E-06,4.0378E-07,1.41166E-06,3.42354E-07,0,3.04825E-05,1.252E-06,6.02821E-05,-1.64662E-07,2.71535E-05,0,2.83935E-06,0,0,0,3.39347E-09,2.00888E-07,1.63001E-07,2.98396E-07,7.75773E-06,2.67182E-07,1.2878E-07,7.50873E-06,-1.6323E-09,1.12199E-06,3.66251E-07,6.58648E-07,9.79381E-08,8.13001E-09,2.01604E-08,3.13288E-08,1.65006E-07,1.90192E-07,0,1.5955E-06,3.50515E-08,3.51947E-08,0,5.57274E-08,0,3.2374E-08,0,4.17383E-08,5.97938E-08,0,3.16867E-08,5.29066E-09,3.29754E-08,5.55699E-09,0,1.79553E-09,4.18099E-09,7.28666E-09,2.90521E-09,2.81214E-08,0,1.82703E-08,7.31959E-09,0,1.2185E-08,0,3.55527E-09,4.56329E-09,0,0,2.16924E-08,0,2.22881E-07,2.14891E-08,3.41638E-09,0,0,7.45275E-09,0,7.1764E-09,0,2.32818E-08,0,0,0,4.19244E-09,9.26403E-10,,,,,,,,,,,,,,,,,,,,,,
45,P_9_3_8,0.688,28-May,f,90,,,14.33,1.141769467,5.396313984,0.491984159,2.088264837,0.691221146,0.33,100,1.69102785,0.343526636,4.710371328,3.78815E-06,7.00107E-08,8.06509E-07,1.73164E-05,-4.72699E-07,3.41768E-06,-3.44838E-07,4.4975E-08,1.38889E-05,1.45595E-06,4.63013E-06,5.80293E-07,4.51448E-05,0,2.00048E-06,0.000120726,-4.32165E-07,4.75262E-05,4.2829E-07,4.26502E-06,3.30412E-07,5.90129E-08,5.49297E-08,-6.52718E-09,8.41679E-07,1.2801E-06,1.16625E-06,1.33286E-05,3.93121E-07,2.25352E-07,1.50051E-05,2.29495E-09,3.53511E-06,1.2953E-06,2.39181E-06,1.71078E-07,-2.25024E-09,8.8877E-08,6.98021E-08,3.91482E-07,9.00304E-07,0,8.87011E-06,8.7506E-08,8.73569E-08,0,1.70631E-07,0,7.74022E-08,0,1.10634E-07,5.79101E-07,0,2.76586E-08,8.01144E-09,5.13829E-08,0,0,4.88495E-09,5.69266E-09,1.64521E-08,0,5.32308E-08,0,2.37512E-08,1.20529E-08,0,1.78231E-08,9.14998E-09,7.31998E-09,5.75525E-09,1.25E-08,0,0,4.15743E-07,0,3.59442E-08,4.59287E-09,5.13531E-09,0,2.16023E-08,4.24416E-09,7.61505E-09,0,8.70589E-08,1.52211E-08,1.77486E-08,0,7.96674E-09,6.49738E-10,,,,,,,,,,,,,,,,,,,,,,
